"","chlorides","sulphates","nitrates","phosphates","ammonium","calcium","LCBDall","LCBDrepl","LCBDnest","Beta.sorensenall","Beta.sorensen.turn","Beta.sorensen.nest","TaxaS","Dominance_D","Simpson_1.D","Shannon_H"
"K11 BW32",-0.910510488,-0.470280083,-1.233616919,1.574872213,1.320640345,-1.194537957,0.279393147,0.7614062,-0.912416724,-0.060557295,0.68042358,-0.977011887,-1.077337902,-0.711717623,-0.711705762,-1.055084678
"K21 BW32",-0.91260307,-0.481191356,-1.23292932,1.230170285,1.582797458,-1.171565304,0.178840222,0.487826473,-0.584860412,0.009770241,0.669814696,-0.870212084,-0.371461303,-0.852804614,-0.852792701,-0.537389191
"K31 BW32",-0.906967601,-0.47793383,-1.198549361,1.299110671,1.594934362,-1.160036902,-0.379931972,0.137632176,-0.904459223,0.082565413,0.823643427,-0.976955737,-0.653811942,-0.769409065,-0.769397183,-0.866495607
"K41 BW32",-0.894080609,-0.442778481,-0.977142428,0.954408742,1.682320066,-1.165809518,-0.10009431,0.168022619,-0.479247741,0.088059384,0.477528789,-0.513376127,-0.371461303,-1.080143166,-1.080131168,-0.724129349
"WS1 BW32",1.600940508,0.994900866,-0.135177242,1.574872213,-0.618836817,-0.85730278,-0.760426306,-0.563756763,-0.275502503,-1.152040684,-1.351934283,0.262063541,-0.089110663,-0.909353651,-0.909341717,-0.86094887
"WB1 BW32",1.621369083,1.001949233,-0.60136948,0.954408742,-0.454988622,-0.87937504,-0.639805785,-0.115007169,-0.888927244,-1.010555515,-0.465335217,-0.7201374,0.193239977,-0.843665376,-0.843653466,-0.674208712
"WP1 BW32",1.708408077,0.994439624,-0.916289901,1.850633755,-1.008431416,-0.885433761,-0.389645485,0.051529905,-0.763686187,-0.820094705,-0.178895516,-0.846434024,-0.936162582,-0.678016682,-0.678004834,-0.97373253
"WK1 BW32",1.692931255,1.006604902,-0.758829691,-0.906981668,-0.133360682,-0.890028292,0.641022876,0.519557281,0.151186586,0.101977456,-0.733872433,1.102143679,1.463817855,-1.08357038,-1.083558381,-0.29518166
"BW12 BW32",-1.252450869,-1.358994032,-1.310284227,2.26427607,-1.019354629,-1.298663819,-2.168394884,-1.720809244,-0.578541423,-2.361272464,-1.791444932,-0.754318986,-1.077337902,-0.879651126,-0.879639203,-0.888682557
"BW22 BW32",-1.246981149,-1.35289698,-1.319910615,2.26427607,-1.071543314,-1.293042671,-2.478301265,-2.178929685,-0.273191336,-2.104036696,-1.945273654,-0.212026726,-0.653811942,-0.838524554,-0.838512646,-0.77774781
"BW11 BW42",-1.237927106,-1.30102158,-1.271091073,-0.906981668,-0.975661778,-0.282245951,-0.92382581,-0.921811359,0.098562824,-0.499795956,-0.339301748,-0.212244241,-0.230285983,-0.243331662,-0.243319975,0.011737808
"BW21 BW42",-1.237077642,-1.302477378,-1.269028276,0.402885658,-0.938037377,-0.280924813,-0.613523555,-0.487230828,-0.163057873,0.009770241,-0.007031698,0.022164814,-0.371461303,-0.751701791,-0.751689915,-0.668661975
"BW31 BW42",-1.237947824,-1.300863028,-1.270747274,0.127124115,-0.916190951,-0.303510381,-0.83460914,-0.68778326,-0.176139206,-0.367441095,-0.007031698,-0.475648743,-0.653811942,-0.3718522,-0.371840466,-0.261901235
"BW41 BW42",-1.239481003,-1.304120554,-1.275904267,-0.56227974,-1.042414746,-0.294994511,-0.790473044,-0.445706995,-0.543012419,-0.431647281,0.068484221,-0.659945679,-0.230285983,-0.486092678,-0.486080902,-0.627985901
"O11 BW42",0.245672319,1.872083747,0.423840884,0.609706814,1.276947492,-0.305471051,-1.027727354,-0.841697422,-0.2264608,-0.758623231,-0.339301748,-0.553823919,-0.512636622,0.130234702,0.13024625,0.069054094
"O21 BW42",0.23046484,1.890187527,0.287352448,-0.148637427,0.971097528,-0.312674198,-1.117704183,-1.064435417,0.02628811,-0.543473059,-0.671571799,0.168190122,0.052064657,-0.2284804,-0.228468719,-0.252656673
"O31 BW42",0.249484548,1.901718597,0.46062744,-0.493339355,1.392248075,-0.340779934,-0.752266112,-0.177486011,-0.967885376,-0.431647281,0.068484221,-0.659945679,-0.230285983,-0.181641804,-0.18163014,-0.811028234
"O41 BW42",0.229035254,1.893502709,0.367801551,-0.975922055,1.313358203,-0.343102444,0.747382435,0.854009988,-0.277716448,1.101697798,0.504152998,0.789241098,0.757941256,-0.305592723,-0.305581013,-1.106854226
"K11 BW42",-0.907941377,-0.464456892,-1.19132957,-0.079697042,1.26845166,-1.212503749,0.089552754,0.137966471,-0.098449351,-0.065672026,0.325238352,-0.515473832,-1.077337902,0.34215079,0.342162259,0.270585551
"K21 BW42",-0.91003396,-0.475368167,-1.190641971,-0.42439897,1.530608773,-1.189531096,-0.842749475,-0.500440225,-0.532733657,-0.309408581,0.325238352,-0.837137976,-0.936162582,-0.30502152,-0.305009811,-0.576216352
"K31 BW42",-0.90439849,-0.47211064,-1.156262011,-0.355458584,1.542745677,-1.178002695,-0.819175285,-0.823426702,0.09843923,-0.538253781,-0.007031698,-0.701073759,-0.089110663,0.284459348,0.284470839,0.459174621
"K41 BW42",-0.891511498,-0.436955291,-0.934855079,-0.700160512,1.630131381,-1.18377531,-0.642370253,-0.255748924,-0.635948048,-0.582990431,0.131414159,-0.942645279,-0.936162582,-0.026274753,-0.026263147,-0.389476195
"WS1 BW42",1.603509618,1.000724057,-0.092889893,-0.079697042,-0.671025502,-0.839336988,0.561462339,0.968574331,-0.806658141,-0.170635179,0.230304055,-0.528831315,-0.653811942,0.144514762,0.144526305,-0.252656673
"WB1 BW42",1.623938195,1.007772423,-0.559082131,-0.700160512,-0.507177307,-0.861409248,0.250569623,0.303948178,-0.125349889,0.664926773,0.989778452,-0.427439439,0.757941256,0.210203037,0.210214555,0.651461516
"WP1 BW42",1.710977188,1.000262815,-0.874002552,0.196064501,-1.060620101,-0.867467969,0.404399953,0.395337183,-0.028184229,0.009770241,0.325238352,-0.415911121,-1.218513222,0.375851731,0.375863187,0.351937699
"WK1 BW42",1.695500366,1.012428093,-0.716542342,0.747587586,-0.185549366,-0.872062499,2.168367691,2.461810387,-0.776630811,1.325409786,1.34281538,-0.021242104,0.899116576,-0.074255754,-0.07424413,-0.818423884
"BW12 BW42",-1.255019981,-1.359311137,-1.330568401,0.609706814,-0.967165946,-1.316629612,-1.359436892,-1.123364913,-0.281263714,-0.947766232,-0.339301748,-0.803439828,-1.077337902,-0.278175008,-0.278163308,-0.224922986
"BW22 BW42",-1.244412039,-1.347073789,-1.277623266,0.609706814,-1.038773675,-1.311008464,-0.902831829,-0.541395802,-0.561062485,-0.582990431,0.131414159,-0.942645279,-1.218513222,-0.31930158,-0.319289865,-0.335857734
"BW32 BW42",-1.253010273,-1.35624099,-1.29928264,0.540766429,-1.029064152,-1.327526895,-1.536792185,-1.525264708,0.149007261,-1.373338005,-1.003841849,-0.48892378,-0.794987262,-0.051978861,-0.051967245,0.106032343
"BW11 K12",-1.002666984,-0.717981872,-0.391307934,0.265004886,1.142227865,1.266262311,-0.28451405,-0.128580386,-0.253678501,0.602530913,0.823643427,-0.290746573,0.052064657,-0.646029348,-0.646017512,-0.383929457
"BW21 K12",-1.003516449,-0.716526074,-0.389245137,1.574872213,1.179852265,1.267583449,-0.364268625,-0.114552154,-0.416359255,0.502063006,0.477528789,0.032992967,-0.089110663,-1.05729507,-1.057283081,-1.06432924
"BW31 K12",-1.002646266,-0.718140424,-0.390964134,1.299110671,1.201698692,1.244997881,-0.603406998,-0.330127752,-0.43298305,-0.143908457,0.131414159,-0.363179756,-0.371461303,-0.774549886,-0.774538002,-0.6575685
"BW41 K12",-1.001113086,-0.714882896,-0.396121128,0.609706814,1.075474896,1.253513751,-0.228513893,0.002430226,-0.397053824,0.19017566,0.823643427,-0.83494028,-0.512636622,-0.083394992,-0.083383365,-0.232318636
"O11 K12",-0.024892358,1.166958839,-0.455942256,-0.56227974,-0.84094215,-0.837006063,-0.443899915,-0.13237848,-0.520573325,0.088059384,0.477528789,-0.513376127,-0.230285983,-0.272462984,-0.272451286,-0.326613171
"O21 K12",-0.040099838,1.185062619,-0.592430691,-0.906981668,-1.015713559,-0.829802916,-0.980496152,-0.78767037,-0.244116325,-0.060557295,-0.21470048,0.203149578,0.334415297,-0.631178086,-0.631166255,-0.648323938
"O31 K12",-0.021080129,1.196593689,-0.4191557,-0.56227974,-0.725641567,-0.80169718,0.011811585,0.44908235,-0.800977782,1.272608201,1.956382231,-0.899872476,-0.512636622,-0.58433949,-0.584327676,-1.206695499
"O41 K12",-0.041529424,1.188377802,-0.511981588,0.196064501,-0.804531439,-0.79937467,0.724683737,0.736124655,-0.10112911,1.467641094,1.143133856,0.42973026,0.475590616,-0.708290409,-0.708278549,-0.936754281
"K11 K12",-1.178506055,-1.1695818,-0.612027268,-0.975922055,-0.849437983,0.336004513,-1.269642133,-1.158301759,-0.063095746,-1.065980618,-0.906929748,-0.211070055,-0.794987262,-0.060546897,-0.060535278,-0.125081714
"K21 K12",-1.180598637,-1.180493075,-0.612714867,-0.631220126,-0.587280868,0.358977166,-2.05204209,-1.550188441,-0.69066313,-0.722463534,-0.21470048,-0.670381699,-1.218513222,-0.707719206,-0.707707347,-0.971883617
"K31 K12",-1.174963168,-1.177235548,-0.647094825,-0.700160512,-0.575143966,0.370505567,-1.35181969,-1.241073847,-0.052913267,-0.947766232,-0.560815118,-0.511389212,0.193239977,-0.118238338,-0.118226698,0.063507356
"K41 K12",-1.162076175,-1.142080199,-0.868501759,-0.355458584,-0.487758261,0.364732952,-1.5681472,-1.030133074,-0.810348878,-1.027560942,-0.21470048,-1.073025022,-1.218513222,-0.428972439,-0.428960684,-0.78514346
"WS1 K12",1.332944941,0.295599149,-0.972673034,-0.975922055,0.626409471,-0.303140126,1.564124677,1.993566613,-0.958466874,1.577292917,2.208101972,-0.829649506,-0.936162582,-0.258182924,-0.258171232,-0.648323938
"WB1 K12",1.353373516,0.302647516,-1.244274706,-0.355458584,0.462561274,-0.281067866,0.856787929,1.034466881,-0.419762315,0.898911253,1.169758065,-0.355936444,1.040291896,-0.192494649,-0.192482981,0.255794251
"WP1 K12",1.44041251,0.295137906,-0.929354285,-0.975922055,1.01600407,-0.275009145,1.215812927,1.352425317,-0.384396768,1.141404255,1.515872695,-0.492242534,-0.936162582,-0.026845955,-0.026834349,-0.043729566
"WK1 K12",1.424935689,0.307303184,-1.086814496,1.919574142,0.140933335,-0.270414615,2.07111813,2.314488201,-0.674295805,1.25456766,1.34281538,-0.114733916,0.616765936,-0.47695344,-0.476941667,-1.214091149
"BW12 K12",-0.984455302,-0.659692314,-0.472788435,-0.56227974,1.150723697,0.23187865,-0.466115462,-0.109366259,-0.600826044,-0.071589071,0.477528789,-0.724067478,-0.794987262,-0.680872694,-0.680860845,-0.620590251
"BW22 K12",-0.996182051,-0.671929662,-0.525733572,-0.56227974,1.079115968,0.237499798,-0.283647686,0.171358193,-0.800710639,0.009770241,0.823643427,-1.073025022,-1.218513222,-0.721999266,-0.721987402,-0.731524998
"BW32 K12",-0.987583817,-0.662762462,-0.504074198,1.712752984,1.088825491,0.185049782,-0.003912732,0.191368801,-0.356693236,0.401215967,0.823643427,-0.556426046,-0.512636622,-0.454676547,-0.454664782,-0.289634922
"BW42 K12",-0.985014706,-0.656939272,-0.461786849,0.05818373,1.036636806,0.203015574,-0.606959303,-0.143600291,-0.780203306,0.433170722,1.169758065,-0.970583802,-1.077337902,-0.703149587,-0.70313773,-0.823970621
"BW11 K22",-1.001796802,-0.741101666,-0.212532149,0.196064501,0.790257667,1.21256689,-0.135293713,-0.168292349,0.075321111,0.71437255,0.625863634,0.117612623,1.040291896,-0.336437652,-0.33642593,0.011737808
